Date,Realised_Volatility,GARCH_Forecast,GARCH_Binary,True_Target
2024-08-30,0.0078320596963842,0.009863138456493463,0,0
2024-09-03,0.013980657256775,0.009656313692549505,1,1
2024-09-04,0.0108029718782632,0.010768566054408712,0,0
2024-09-05,0.0100725358411396,0.010553158221971764,0,0
2024-09-06,0.0126680228477886,0.01031114915221257,1,1
2024-09-09,0.0099048033508439,0.010307291387556535,0,0
2024-09-10,0.0064339571492406,0.010208579234123574,1,0
2024-09-11,0.0104461088810895,0.009993033642358751,1,1
2024-09-12,0.006955969315398,0.010524231040937474,1,0
2024-09-13,0.0027316979005695,0.010314250871266951,1,0
2024-09-16,0.0030226785177881,0.010071474227903027,1,1
2024-09-17,0.0045597946785287,0.009893688930414802,1,1
2024-09-18,0.0078779995873107,0.009680009858497571,1,1
2024-09-19,0.0059381048199139,0.009512935437840936,1,0
2024-09-20,0.0031489341968134,0.009486558791342437,1,0
2024-09-23,0.0026343097068078,0.00930732968780161,1,0
2024-09-24,0.0099925148678659,0.00908985413410928,1,1
2024-09-25,0.006916234867142,0.00908284231745181,0,0
2024-09-26,0.0095904238141452,0.008930743337800813,1,1
2024-09-27,0.0061073093049879,0.008723072147019778,0,0
2024-09-30,0.0063206292737478,0.008600216187282963,1,1
2024-10-01,0.006692154316481,0.00839858648285339,1,1
2024-10-02,0.005988247698631,0.00844104194852031,1,0
2024-10-03,0.0070297501501399,0.008276134278537158,1,1
2024-10-04,0.0057569749265469,0.0082465608354594,1,0
2024-10-07,0.0082915880469811,0.008091979118327196,1,1
2024-10-08,0.0052201192777262,0.007974933085514597,0,0
2024-10-09,0.0053773025328604,0.008036234241785397,1,1
2024-10-10,0.0049569326935661,0.007849703418932657,1,0
2024-10-11,0.0020409531034549,0.007703373072005939,1,0
2024-10-14,0.0064146513183342,0.007521780920677004,1,1
2024-10-15,0.0085068663700243,0.007438528903455897,1,1
2024-10-16,0.0048226438401468,0.00770529846134444,0,0
2024-10-17,0.0086867798518633,0.007678189644864144,1,1
2024-10-18,0.0028348981876231,0.007509187978019144,0,0
2024-10-21,0.007798439461646,0.007340969431964458,1,1
2024-10-22,0.0038529650692154,0.007452105048169591,0,0
2024-10-23,0.005525333942164,0.0072795371177109625,1,1
2024-10-24,0.0037392084711317,0.007278581831393114,1,0
2024-10-25,0.0046868753007718,0.007113172033907186,1,1
2024-10-28,0.0055862842165488,0.006955330301761622,1,1
